Sentence #,text,word,tag
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",e.g.,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",volcanoes,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",earthquakes,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",ecomigration,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",as the direct result of,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",rapid,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",e.g.,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",increased,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",frequency,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",intensity,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",heat waves,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",droughts,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",flooding,base
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",is,O
Sentence 47,"Not all ecomigration is the result of rapid climate change, of course (e.g., volcanoes, earthquakes), but ecomigration as the direct result of rapid climate change (e.g., increased frequency and intensity of heat waves, droughts, flooding) is quite common (Piguet, Pécoud, & de Guchteneire, 2011). IMPLIED_BASE IMPLIED_BASE",quite common,O
Sentence 48,There is growing evidence that climate change can increase the risks of conflict and violence. IMPLIED_BASE IMPLIED_BASE,climate change,base
Sentence 48,There is growing evidence that climate change can increase the risks of conflict and violence. IMPLIED_BASE IMPLIED_BASE,can,O
Sentence 48,There is growing evidence that climate change can increase the risks of conflict and violence. IMPLIED_BASE IMPLIED_BASE,increase,O
Sentence 48,There is growing evidence that climate change can increase the risks of conflict and violence. IMPLIED_BASE IMPLIED_BASE,risks,O
Sentence 48,There is growing evidence that climate change can increase the risks of conflict and violence. IMPLIED_BASE IMPLIED_BASE,conflict,base
Sentence 48,There is growing evidence that climate change can increase the risks of conflict and violence. IMPLIED_BASE IMPLIED_BASE,violence,base
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",Climate change,base
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",can,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",make,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",sizable,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",dent,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",economic,base
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",growth,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",by,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",disrupting,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",supply chains,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",demand,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",products,base
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",creating,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",harsh,O
Sentence 49,"Climate change can make a sizable dent on economic growth by disrupting supply chains and demand for products, and creating harsh working conditions, among other issues. IMPLIED_BASE IMPLIED_BASE",working conditions,base
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",Wildfires,base
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",in the West,O
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",reduced,O
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",visibility,O
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",slowed,O
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",frequency of landings,O
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",rerouted,O
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",planes,base
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",IMPLIED_BASE,base
Sentence 50,"Wildfires in the West reduced visibility, slowed frequency of landings, and rerouted planes. IMPLIED_BASE IMPLIED_BASE",IMPLIED_BASE,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",increased,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",military,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",costs,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",due to,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",climate change,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",:,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",receding,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",Arctic,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",ice,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",cover,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",requires,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",deployment,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",new,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",naval vessels,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",to address,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",growing,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",tensions,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE","between Canada, the United States, Russia, and China",O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",over,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",newly-exposed,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",natural,O
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",resources,base
Sentence 51,"As an illustrative example of increased military costs due to climate change: receding Arctic ice cover requires deployment of new naval vessels to address growing tensions between Canada, the United States, Russia, and China over newly-exposed natural resources and shipping lanes (Department of Defense, 2015). IMPLIED_BASE IMPLIED_BASE",shipping lanes,base
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,Antarctic,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,glaciers,base
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,have,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,melting,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,accelerating,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,pace,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,over the past four decades,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,thanks to,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,influx,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,warm,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,ocean,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,water,base
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,could,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,mean,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,sea,base
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,levels,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,are,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,rise more quickly,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,predicted,O
Sentence 52,Antarctic glaciers have been melting at an accelerating pace over the past four decades thanks to an influx of warm ocean water — a startling new finding that researchers say could mean sea levels are poised to rise more quickly than predicted in coming decades. IMPLIED_BASE IMPLIED_BASE,in coming decades,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",As,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",concentrations,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",heat-trapping,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",greenhouse,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",gases,base
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",accumulate,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",in the atmosphere,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",at a record-breaking pace,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",changes,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",climate system,base
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",not least,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",sea,base
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",level,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",rise,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",increasingly,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",ferocious,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",extreme,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",weather,base
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",will,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",pose,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",growing,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",threat,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",international,O
Sentence 53,"As concentrations of heat-trapping greenhouse gases accumulate in the atmosphere at a record-breaking pace, changes to the climate system—not least sea level rise and increasingly ferocious extreme weather—will pose a growing threat to international trade. IMPLIED_BASE IMPLIED_BASE",trade,base
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",predicted,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",1 standard deviation,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",increase,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",global,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",temperatures,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",extreme,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",rainfall,base
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",could,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",increase,O
Sentence 54,"A comprehensive meta-analysis of such studies predicted that a 1 standard deviation increase in global temperatures or extreme rainfall could increase the frequency of interpersonal violence by 4% and intergroup conflict by 14% (Hsiang et al., 2013). IMPLIED_BASE IMPLIED_BASE",frequency,O
